gene	condition	timepoint	log2FC	mean_control	mean_treated	t_stat	p_value	p_adj	regulation	neg_log10_padj
PROT1097	Drug_EC50	8h	1.1308135986328125	19.637532552083332	20.768346150716145	3.450579159581422	0.04827164366109782	0.794482361155171	NS	0.09991574041760003
PROT1098	Drug_EC50	8h	0.1416778564453125	20.02529017130534	20.166968027750652	0.3781239476475696	0.7245565975098832	0.9189081418576565	NS	0.03672790045092492
PROT1099	Drug_EC50	8h	0.003819783528644649	26.363243103027344	26.36706288655599	0.025858003621005533	0.9810045753473328	0.9988190655485171	NS	0.0005131763892825305
PROT1100	Drug_EC50	8h	-1.2908102671305315	22.560738881429035	21.269928614298504	-1.1931152495684088	0.35172446935973883	0.794482361155171	NS	0.09991574041760003
PROT1101	Drug_EC50	8h	-2.047687530517578	25.657328287760418	23.60964075724284	-0.9059346550323408	0.45979993744556885	0.794482361155171	NS	0.09991574041760003
PROT1102	Drug_EC50	8h	-2.4515870412190743	27.321645100911457	24.870058059692383	-0.8600045773205373	0.47907943564471867	0.794482361155171	NS	0.09991574041760003
PROT1103	Drug_EC50	8h	0.1694316864013672	21.143577575683594	21.31300926208496	2.058975707997375	0.13476936303104264	0.794482361155171	NS	0.09991574041760003
PROT1104	Drug_EC50	8h	0.07435226440429688	20.565223693847656	20.639575958251953	0.5040338450438624	0.6481911503843443	0.8723972414324956	NS	0.05928571635392791
PROT1105	Drug_EC50	8h	-3.844797770182293	29.916182200113933	26.07138442993164	-0.9953202828388533	0.42440679951749266	0.794482361155171	NS	0.09991574041760003
PROT1106	Drug_EC50	8h	0.5294736226399728	25.857006072998047	26.38647969563802	2.7758602762576126	0.0908439793741509	0.794482361155171	NS	0.09991574041760003
PROT1107	Drug_EC50	8h	-0.29906209309895715	24.206775665283203	23.907713572184246	-0.8624435948813914	0.4745555679395889	0.794482361155171	NS	0.09991574041760003
PROT1108	Drug_EC50	8h	0.3457749684651681	21.827556610107422	22.17333157857259	3.134027342473079	0.07538989531222891	0.794482361155171	NS	0.09991574041760003
PROT1109	Drug_EC50	8h	-4.068560918172199	23.57033920288086	19.50177828470866	-2.024193575460794	0.17531086114956795	0.794482361155171	NS	0.09991574041760003
PROT1110	Drug_EC50	8h	0.1358051300048828	20.654015858968098	20.78982098897298	0.16404277297619024	0.8776686557575539	0.9898912419067032	NS	0.004412518164473462
PROT1111	Drug_EC50	8h	0.22299321492513258	27.369500478108723	27.592493693033855	1.0659466765441474	0.36533414737839615	0.794482361155171	NS	0.09991574041760003
PROT1112	Drug_EC50	8h	0.6313069661458321	21.875675837198894	22.506982803344727	0.9805623987935267	0.42653717812428854	0.794482361155171	NS	0.09991574041760003
PROT1113	Drug_EC50	8h	3.0616416931152344	25.360482533772785	28.42212422688802	0.9926117354832873	0.4241727646531453	0.794482361155171	NS	0.09991574041760003
PROT1114	Drug_EC50	8h	0.010733922322589962	23.790149688720703	23.800883611043293	0.04026206040100568	0.9701984953602355	0.9988190655485171	NS	0.0005131763892825305
PROT1115	Drug_EC50	8h	-0.6590213775634766	22.083661397298176	21.4246400197347	-1.0257667684372944	0.40150171961294195	0.794482361155171	NS	0.09991574041760003
PROT1116	Drug_EC50	8h	-0.23083877563476562	23.78976567586263	23.558926900227863	-1.4142645311016842	0.2764051233977174	0.794482361155171	NS	0.09991574041760003
PROT1117	Drug_EC50	8h	0.04275576273600379	17.034305572509766	17.07706133524577	0.42533139364688377	0.69297892702849	0.8993886139240622	NS	0.046052614812607646
PROT1118	Drug_EC50	8h	-2.5745805104573556	24.865968068440754	22.2913875579834	-1.0093010929152497	0.41835729611707023	0.794482361155171	NS	0.09991574041760003
PROT1119	Drug_EC50	8h	3.6932767232259103	20.978687922159832	24.671964645385742	1.9244318311972566	0.1933777566054711	0.794482361155171	NS	0.09991574041760003
PROT1120	Drug_EC50	8h	-0.0992101033528634	27.508197784423828	27.408987681070965	-0.3536920550585953	0.7528931671460247	0.9364633235762275	NS	0.02850922702379151
PROT1121	Drug_EC50	8h	0.7360013326009103	18.77742067972819	19.5134220123291	2.6130147260097836	0.10639885469311336	0.794482361155171	NS	0.09991574041760003
PROT1122	Drug_EC50	8h	-2.9548333485921248	28.525110880533855	25.57027753194173	-0.9528167194953888	0.4397743578574706	0.794482361155171	NS	0.09991574041760003
PROT1123	Drug_EC50	8h	2.7062339782714844	24.7529296875	27.459163665771484	1.086470948288763	0.3902162061892343	0.794482361155171	NS	0.09991574041760003
PROT1124	Drug_EC50	8h	-0.09127362569173059	28.732777913411457	28.641504287719727	-0.3410387223174301	0.7624024614239856	0.9406569542553802	NS	0.026568729427914092
PROT1125	Drug_EC50	8h	-0.2258472442626953	24.927715301513672	24.701868057250977	-0.7083287776361629	0.5195093625745124	0.8000919706760726	NS	0.09686008793138427
PROT1126	Drug_EC50	8h	-2.8118807474772147	27.83498255411784	25.023101806640625	-0.8920467216899487	0.46641533028621307	0.794482361155171	NS	0.09991574041760003
PROT1127	Drug_EC50	8h	0.4497814178466797	20.279791514078777	20.729572931925457	2.691685992058943	0.05924965591113755	0.794482361155171	NS	0.09991574041760003
PROT1128	Drug_EC50	8h	-3.1086451212565116	27.25018310546875	24.14153798421224	-1.0757685152411862	0.394476250979741	0.794482361155171	NS	0.09991574041760003
PROT1129	Drug_EC50	8h	-1.0912971496582031	22.704303741455078	21.613006591796875	-0.9591877141571489	0.4358246504838153	0.794482361155171	NS	0.09991574041760003
PROT1130	Drug_EC50	8h	0.29853121439616004	19.992542266845703	20.291073481241863	2.313357613851274	0.10806404049673753	0.794482361155171	NS	0.09991574041760003
PROT1131	Drug_EC50	8h	0.5503997802734375	21.019201914469402	21.56960169474284	0.6982149664304914	0.5568247377365341	0.8130198784728293	NS	0.08989883570295881
PROT1132	Drug_EC50	8h	1.8087342580159493	23.456383387247723	25.265117645263672	1.2007806662775946	0.3517488992376077	0.794482361155171	NS	0.09991574041760003
PROT1133	Drug_EC50	8h	1.4969456990559884	21.141701380411785	22.638647079467773	1.196340737919522	0.34881184402595494	0.794482361155171	NS	0.09991574041760003
PROT1134	Drug_EC50	8h	1.822950998942055	21.79322687784831	23.616177876790363	0.5752456036365489	0.5959998338033561	0.8334990488151097	NS	0.07909489145035478
PROT1135	Drug_EC50	8h	-0.26480420430501184	19.888184865315754	19.623380661010742	-0.9381413976722314	0.4245352014896337	0.794482361155171	NS	0.09991574041760003
PROT1136	Drug_EC50	8h	0.2384637196858712	18.8598690032959	19.09833272298177	0.41372524286903645	0.7041553650471664	0.9085875678027953	NS	0.04163320992903376
PROT1137	Drug_EC50	8h	2.8403987884521484	26.467946370442707	29.308345158894856	1.0196296949833232	0.4150980864161574	0.794482361155171	NS	0.09991574041760003
PROT1138	Drug_EC50	8h	2.8243223826090507	25.049929936726887	27.874252319335938	1.0509008198000773	0.40320583259032033	0.794482361155171	NS	0.09991574041760003
PROT1139	Drug_EC50	8h	-1.0948778788248674	21.994271596272785	20.899393717447918	-1.1370300230305213	0.3733667570745373	0.794482361155171	NS	0.09991574041760003
PROT1140	Drug_EC50	8h	1.7593104044596366	23.066617965698242	24.82592837015788	0.8982996383220708	0.461429677397493	0.794482361155171	NS	0.09991574041760003
PROT1141	Drug_EC50	8h	-2.7793699900309257	28.061766306559246	25.28239631652832	-0.9235111495845915	0.4530110149605833	0.794482361155171	NS	0.09991574041760003
PROT1142	Drug_EC50	8h	-2.4699490865071603	26.442398071289062	23.972448984781902	-1.1615837840625842	0.364970465521157	0.794482361155171	NS	0.09991574041760003
PROT1143	Drug_EC50	8h	0.11499341328938684	25.420669555664062	25.53566296895345	1.2841091694520947	0.273802078309094	0.794482361155171	NS	0.09991574041760003
PROT1144	Drug_EC50	8h	-2.8858483632405587	28.343159993489582	25.457311630249023	-0.9983011758059105	0.42309417822739204	0.794482361155171	NS	0.09991574041760003
PROT1145	Drug_EC50	8h	-1.2732696533203125	23.153839111328125	21.880569458007812	-1.1933948786088227	0.33905757476067266	0.794482361155171	NS	0.09991574041760003
PROT1146	Drug_EC50	8h	-4.318887710571289	25.01014582316081	20.69125811258952	-1.937688518701258	0.19094826552440372	0.794482361155171	NS	0.09991574041760003
PROT1147	Drug_EC50	8h	-1.6182123819986955	23.26366360982259	21.645451227823894	-0.5930998888366431	0.585139108058712	0.8279294065209933	NS	0.08200669179651805
PROT1148	Drug_EC50	8h	-0.09028434753417969	24.173730214436848	24.083445866902668	-0.934274934539358	0.4030671809577553	0.794482361155171	NS	0.09991574041760003
PROT1149	Drug_EC50	8h	-1.3324642181396484	23.669939676920574	22.337475458780926	-1.0596252500239625	0.3983192444975706	0.794482361155171	NS	0.09991574041760003
PROT1150	Drug_EC50	8h	-2.0015474955240897	25.307601928710938	23.306054433186848	-1.0470026008977127	0.4031273760202889	0.794482361155171	NS	0.09991574041760003
PROT1151	Drug_EC50	8h	1.9965750376383475	23.188232421875	25.184807459513348	0.9835849796312343	0.42888169014814626	0.794482361155171	NS	0.09991574041760003
PROT1152	Drug_EC50	8h	0.44833946228027344	21.811888376871746	22.26022783915202	2.717519548755748	0.05385689303980574	0.794482361155171	NS	0.09991574041760003
PROT1153	Drug_EC50	8h	-2.1703103383382185	27.16839090983073	24.998080571492512	-0.9642403780814499	0.43482238094978654	0.794482361155171	NS	0.09991574041760003
PROT1154	Drug_EC50	8h	-0.17877324422200758	21.526217142740887	21.34744389851888	-0.1568415838159787	0.8856602191610063	0.991503184059341	NS	0.0037058867867859374
PROT1155	Drug_EC50	8h	0.012376785278320312	24.350811004638672	24.363187789916992	0.047538444054101126	0.9658383886675771	0.9988190655485171	NS	0.0005131763892825305
PROT1156	Drug_EC50	8h	-0.24135335286458215	24.278424580891926	24.037071228027344	-2.414356297532489	0.12179961481197037	0.794482361155171	NS	0.09991574041760003
PROT1157	Drug_EC50	8h	2.0355377197265625	23.894913991292317	25.93045171101888	0.9321964814297136	0.4485591594849843	0.794482361155171	NS	0.09991574041760003
PROT1158	Drug_EC50	8h	0.7533830006917341	18.826955159505207	19.58033816019694	0.9502965010976806	0.4397911065221681	0.794482361155171	NS	0.09991574041760003
PROT1159	Drug_EC50	8h	-2.9692522684733085	27.954126993815105	24.984874725341797	-1.0860120891803193	0.39031585743552416	0.794482361155171	NS	0.09991574041760003
PROT1160	Drug_EC50	8h	0.48680432637532434	22.628345489501953	23.115149815877277	3.8834869878114935	0.0213486081923674	0.794482361155171	NS	0.09991574041760003
PROT1161	Drug_EC50	8h	-2.827678680419922	28.673834482828777	25.846155802408855	-1.0849173731160684	0.3910690450033321	0.794482361155171	NS	0.09991574041760003
PROT1162	Drug_EC50	8h	0.21553929646810133	23.53923161824544	23.754770914713543	0.6059772712141371	0.5951330706445881	0.8330723287967089	NS	0.07931729074971705
PROT1163	Drug_EC50	8h	0.030734380086261837	24.959808349609375	24.990542729695637	0.1407464886364242	0.897453054321256	0.9949839743544068	NS	0.0021839141341729955
PROT1164	Drug_EC50	8h	-3.9201011657714844	27.13771629333496	23.217615127563477	-0.7616096608983065	0.48876229149063904	0.794482361155171	NS	0.09991574041760003
PROT1165	Drug_EC50	8h	1.6177107493082659	22.548729578653973	24.16644032796224	0.8578166099792995	0.4805120823634269	0.794482361155171	NS	0.09991574041760003
PROT1166	Drug_EC50	8h	0.14362780253092566	28.805110931396484	28.94873873392741	0.7473483312564893	0.5124325233623194	0.8000919706760726	NS	0.09686008793138427
PROT1167	Drug_EC50	8h	0.1381333669026681	25.267481486002605	25.405614852905273	0.8782446868490514	0.46094286942473384	0.794482361155171	NS	0.09991574041760003
PROT1168	Drug_EC50	8h	-0.0360005696614607	26.383543650309246	26.347543080647785	-0.17189529689267066	0.8746500620892689	0.9895089192555038	NS	0.004580286787559636
PROT1169	Drug_EC50	8h	-1.881369908650715	25.322479248046875	23.44110933939616	-0.9833180006382688	0.4282671859020059	0.794482361155171	NS	0.09991574041760003
PROT1170	Drug_EC50	8h	-0.25444984436035156	27.616629282633465	27.362179438273113	-1.9895916543102818	0.1434584606673424	0.794482361155171	NS	0.09991574041760003
PROT1171	Drug_EC50	8h	-1.722094217936199	23.15472412109375	21.43262990315755	-1.0011815753473807	0.41894316990028013	0.794482361155171	NS	0.09991574041760003
PROT1172	Drug_EC50	8h	-1.1830908457438163	22.125804901123047	20.94271405537923	-1.5241682885599885	0.24398358760986807	0.794482361155171	NS	0.09991574041760003
PROT1173	Drug_EC50	8h	0.43520418802897254	21.694573720296223	22.129777908325195	0.20885574727926892	0.8451441880313934	0.981982168934319	NS	0.007896398163905097
PROT1174	Drug_EC50	8h	2.5698636372884103	22.880016962687176	25.449880599975586	1.165260303200805	0.36394115906898655	0.794482361155171	NS	0.09991574041760003
PROT1175	Drug_EC50	8h	0.006165186564125236	24.332144419352215	24.33830960591634	0.035852617803853536	0.9734613221112436	0.9988190655485171	NS	0.0005131763892825305
PROT1176	Drug_EC50	8h	3.204363505045574	23.967405319213867	27.17176882425944	1.1028534641497734	0.3834721218843239	0.794482361155171	NS	0.09991574041760003
PROT1177	Drug_EC50	8h	-3.369093577067055	29.223164876302082	25.854071299235027	-1.0121462517900088	0.4179733203069102	0.794482361155171	NS	0.09991574041760003
PROT1178	Drug_EC50	8h	-0.5457916259765625	22.087220509847004	21.54142888387044	-0.6803135534108626	0.5616158433167273	0.816895772097058	NS	0.087833351656947
PROT1179	Drug_EC50	8h	-0.3855559031168596	22.343345006306965	21.957789103190105	-0.3966368525650832	0.7166489190415832	0.9152604330032991	NS	0.038455311919320605
PROT1180	Drug_EC50	8h	0.8858000437418632	20.01991017659505	20.905710220336914	2.077923649088222	0.1483995803309969	0.794482361155171	NS	0.09991574041760003
PROT1181	Drug_EC50	8h	-3.900951385498047	31.120001475016277	27.21905008951823	-0.9962742023629865	0.42369563714586134	0.794482361155171	NS	0.09991574041760003
PROT1182	Drug_EC50	8h	-1.7598997751871757	25.88375473022461	24.123854955037434	-0.9055763661419429	0.45859750527049364	0.794482361155171	NS	0.09991574041760003
PROT1183	Drug_EC50	8h	-0.06184260050455492	26.416219075520832	26.354376475016277	-0.25555134145182246	0.8172819986279642	0.9686305168924021	NS	0.01384185254201021
PROT1184	Drug_EC50	8h	-0.08301862080892164	20.781229654947918	20.698211034138996	-0.15509822293836478	0.8909222023260052	0.9941020358415601	NS	0.002569036801210783
PROT1185	Drug_EC50	8h	-2.3840096791585275	25.23955535888672	22.85554567972819	-1.0460345688115364	0.40432928832779086	0.794482361155171	NS	0.09991574041760003
PROT1186	Drug_EC50	8h	4.186442057291668	22.46604283650716	26.652484893798828	2.0735782945392094	0.17069419899904614	0.794482361155171	NS	0.09991574041760003
PROT1187	Drug_EC50	8h	0.41057650248209754	22.75014877319336	23.160725275675457	0.22971458826788707	0.8297140811523245	0.9733073242021651	NS	0.011750008517546167
PROT1188	Drug_EC50	8h	2.938406626383461	25.243065516153973	28.181472142537434	0.9690475135736042	0.4340274528104553	0.794482361155171	NS	0.09991574041760003
PROT1189	Drug_EC50	8h	-4.000244776407875	32.06039683024088	28.060152053833008	-1.00013905929331	0.4225339777297931	0.794482361155171	NS	0.09991574041760003
PROT1190	Drug_EC50	8h	-0.11156908671061316	22.175098419189453	22.06352933247884	-0.339269198704829	0.7551847022134063	0.9384605153536822	NS	0.027583995098842733
PROT1191	Drug_EC50	8h	0.8220342000325509	21.03938166300456	21.86141586303711	1.1649603130075943	0.34774113053914907	0.794482361155171	NS	0.09991574041760003
PROT1192	Drug_EC50	8h	-0.29324277242024976	22.421885172526043	22.128642400105793	-0.6695432698707822	0.56475444364868	0.8181377860717453	NS	0.08717354878414504
PROT1193	Drug_EC50	8h	-3.3830127716064453	29.745752970377605	26.36274019877116	-0.9711981502988978	0.43352786536895077	0.794482361155171	NS	0.09991574041760003
PROT1194	Drug_EC50	8h	2.5066903432210275	25.823038736979168	28.329729080200195	1.0040774249579651	0.42000243751808153	0.794482361155171	NS	0.09991574041760003
PROT1195	Drug_EC50	8h	-1.2423750559488909	24.64404805501302	23.40167299906413	-1.0607834118737618	0.39831852228741166	0.794482361155171	NS	0.09991574041760003
PROT1196	Drug_EC50	8h	1.6166553497314453	23.45867919921875	25.075334548950195	1.0461521912270066	0.40127847013181134	0.794482361155171	NS	0.09991574041760003
PROT1197	Drug_EC50	8h	0.502471923828125	20.76505978902181	21.267531712849934	0.27648077877785016	0.7989335924595924	0.9631508046529144	NS	0.016305708201499507
PROT1198	Drug_EC50	8h	-2.9703439076741525	27.769851684570312	24.79950777689616	-1.098933733855609	0.3857118062637237	0.794482361155171	NS	0.09991574041760003
PROT1199	Drug_EC50	8h	-0.02398999532064039	23.992693583170574	23.968703587849934	-0.10874894387234495	0.9186391046357903	0.9988190655485171	NS	0.0005131763892825305
PROT1200	Drug_EC50	8h	-0.38034820556640625	23.02400779724121	22.643659591674805	-0.18573910894381354	0.8618131687652559	0.9854307134565136	NS	0.006373905957177457
PROT1201	Drug_EC50	8h	0.41048367818196496	26.643508911132812	27.053992589314777	1.9487042029526445	0.1476082432756785	0.794482361155171	NS	0.09991574041760003
PROT1202	Drug_EC50	8h	1.5522486368815116	22.64388084411621	24.196129480997723	0.8481555314535159	0.485330015608552	0.794482361155171	NS	0.09991574041760003
PROT1203	Drug_EC50	8h	1.2886098225911446	23.05634943644206	24.344959259033203	0.8227305495451928	0.49540953011371497	0.7956563136813948	NS	0.09927448666426145
PROT1204	Drug_EC50	8h	1.9712549845377616	23.073745091756184	25.045000076293945	0.9723556535058545	0.4333738521733207	0.794482361155171	NS	0.09991574041760003
PROT1205	Drug_EC50	8h	-2.481170654296875	27.24303690592448	24.761866251627605	-0.9912583571833242	0.42585699959375933	0.794482361155171	NS	0.09991574041760003
PROT1206	Drug_EC50	8h	0.21380615234375	29.97779083251953	30.19159698486328	3.395175996302896	0.03146783405479161	0.794482361155171	NS	0.09991574041760003
PROT1207	Drug_EC50	8h	-2.1988048553466797	26.906197865804035	24.707393010457356	-1.0902531982522674	0.3890864987989853	0.794482361155171	NS	0.09991574041760003
PROT1208	Drug_EC50	8h	2.630921045939129	24.791868209838867	27.422789255777996	1.0351395183287626	0.4087946285476412	0.794482361155171	NS	0.09991574041760003
PROT1209	Drug_EC50	8h	-1.5738779703776018	24.55212148030599	22.978243509928387	-1.0685430434765093	0.3955555407815301	0.794482361155171	NS	0.09991574041760003
PROT1210	Drug_EC50	8h	0.15381495157877723	21.97100766499837	22.12482261657715	0.1225194790961002	0.9085309848697458	0.9986385216175786	NS	0.0005916854236320127
PROT1211	Drug_EC50	8h	5.286415100097656	21.76443862915039	27.050853729248047	1.9774787575241344	0.18567336253347672	0.794482361155171	NS	0.09991574041760003
PROT1212	Drug_EC50	8h	-0.24542554219563684	25.492345174153645	25.246919631958008	-1.0033731337530223	0.37470736646537106	0.794482361155171	NS	0.09991574041760003
PROT1213	Drug_EC50	8h	0.04039255777994555	20.82059160868327	20.860984166463215	0.11471113947120576	0.9186953266236018	0.9988190655485171	NS	0.0005131763892825305
PROT1214	Drug_EC50	8h	0.009545008341472538	24.133241017659504	24.142786026000977	0.13590916931136857	0.8986183057473908	0.9954887248933196	NS	0.001963654515873152
PROT1215	Drug_EC50	8h	-0.1497631072998047	23.160388310750324	23.01062520345052	-0.06651087481234272	0.9501638388472481	0.9988190655485171	NS	0.0005131763892825305
PROT1216	Drug_EC50	8h	0.13661575317382812	23.199359893798828	23.335975646972656	0.845555410094896	0.48111601220628525	0.794482361155171	NS	0.09991574041760003
PROT1217	Drug_EC50	8h	-3.2724145253499337	29.369656880696613	26.09724235534668	-0.9108426446087877	0.45820761468171006	0.794482361155171	NS	0.09991574041760003
PROT1218	Drug_EC50	8h	0.2694943745930978	26.304645538330078	26.574139912923176	1.004908891611162	0.4206191223619586	0.794482361155171	NS	0.09991574041760003
PROT1219	Drug_EC50	8h	0.8111337025960275	25.13826560974121	25.94939931233724	0.158585022198491	0.881868820163513	0.9898912419067032	NS	0.004412518164473462
PROT1220	Drug_EC50	8h	-0.3177820841471366	25.973860422770183	25.656078338623047	-1.4416833977602181	0.2242608208377102	0.794482361155171	NS	0.09991574041760003
PROT1221	Drug_EC50	8h	1.694873174031578	23.616742451985676	25.311615626017254	1.0948641886705195	0.38610044529497556	0.794482361155171	NS	0.09991574041760003
PROT1222	Drug_EC50	8h	-1.0104503631591797	22.13397471110026	21.123524347941082	-0.8534599842293046	0.4756095773596025	0.794482361155171	NS	0.09991574041760003
PROT1223	Drug_EC50	8h	1.7778396606445312	23.17004648844401	24.947886149088543	0.9864220301305577	0.42722917562823565	0.794482361155171	NS	0.09991574041760003
PROT1224	Drug_EC50	8h	-0.24488957722982008	25.103499094645183	24.858609517415363	-1.6777879060448933	0.17000643239303478	0.794482361155171	NS	0.09991574041760003
PROT1225	Drug_EC50	8h	0.08599154154459399	20.215952555338543	20.301944096883137	0.08801997235236979	0.9341115311547966	0.9988190655485171	NS	0.0005131763892825305
PROT1226	Drug_EC50	8h	1.1783631642659493	22.151626586914062	23.329989751180012	0.8582824799592932	0.47789534233757935	0.794482361155171	NS	0.09991574041760003
PROT1227	Drug_EC50	8h	-1.6254170735677071	24.053521474202473	22.428104400634766	-0.9894609998070835	0.4250924370247216	0.794482361155171	NS	0.09991574041760003
PROT1228	Drug_EC50	8h	-2.3857103983561174	26.37822087605794	23.992510477701824	-1.4126264415058827	0.29325226196411414	0.794482361155171	NS	0.09991574041760003
PROT1229	Drug_EC50	8h	-2.6202958424886056	26.750823974609375	24.13052813212077	-1.205948598131763	0.35034123094454067	0.794482361155171	NS	0.09991574041760003
PROT1230	Drug_EC50	8h	2.190813700358074	19.980689366658527	22.1715030670166	0.9713636968462634	0.39253187052827443	0.794482361155171	NS	0.09991574041760003
PROT1231	Drug_EC50	8h	2.5845495859781913	23.805192947387695	26.389742533365887	1.0479623525039192	0.40177587669221426	0.794482361155171	NS	0.09991574041760003
PROT1232	Drug_EC50	8h	1.513438542683918	23.123655954996746	24.637094497680664	1.0727906560960314	0.39400770376988764	0.794482361155171	NS	0.09991574041760003
PROT1233	Drug_EC50	8h	0.1046778361002616	17.81201934814453	17.916697184244793	0.048502508693567675	0.9636781545149116	0.9988190655485171	NS	0.0005131763892825305
PROT1234	Drug_EC50	8h	1.5171915690104143	22.171234766642254	23.688426335652668	1.0661940897215394	0.3970015954080206	0.794482361155171	NS	0.09991574041760003
PROT1235	Drug_EC50	8h	0.13753890991210938	28.08993148803711	28.22747039794922	0.9312137085449783	0.4135516541906377	0.794482361155171	NS	0.09991574041760003
PROT1236	Drug_EC50	8h	0.24540964762369555	20.023550669352215	20.26896031697591	1.1720814431970115	0.31034882048515994	0.794482361155171	NS	0.09991574041760003
PROT1237	Drug_EC50	8h	-1.7727254231770821	25.171630859375	23.398905436197918	-0.9192624919269594	0.4548439283608858	0.794482361155171	NS	0.09991574041760003
PROT1238	Drug_EC50	8h	-0.23776626586914062	29.91455078125	29.67678451538086	-1.244632606322394	0.3359888240763027	0.794482361155171	NS	0.09991574041760003
PROT1239	Drug_EC50	8h	-0.09329160054524621	22.768951416015625	22.67565981547038	-0.8777703794829123	0.4444194231095095	0.794482361155171	NS	0.09991574041760003
PROT1240	Drug_EC50	8h	0.16649182637532434	24.82826868693034	24.994760513305664	0.8671462191830733	0.4572913351180062	0.794482361155171	NS	0.09991574041760003
PROT1241	Drug_EC50	8h	0.008492151896160038	21.048015594482422	21.056507746378582	0.3308615248185541	0.7679493213552633	0.9448776639252701	NS	0.024624417227758332
PROT1242	Drug_EC50	8h	-3.4354883829752616	29.908409118652344	26.472920735677082	-0.9273610347808866	0.45139479110072517	0.794482361155171	NS	0.09991574041760003
PROT1243	Drug_EC50	8h	0.02542813618977746	23.069719950358074	23.09514808654785	0.011231032854116153	0.9916009501801507	0.9991211561175339	NS	0.00038184486420874455
PROT1244	Drug_EC50	8h	3.469096501668293	21.5145206451416	24.983617146809895	1.824218789192926	0.20791958870999583	0.794482361155171	NS	0.09991574041760003
PROT1245	Drug_EC50	8h	2.7578728993733748	26.098615010579426	28.8564879099528	0.8542266843633931	0.4822596762155125	0.794482361155171	NS	0.09991574041760003
PROT1246	Drug_EC50	8h	0.1762542724609375	26.91141637166341	27.087670644124348	1.2065860114507476	0.34474334910208226	0.794482361155171	NS	0.09991574041760003
PROT1247	Drug_EC50	8h	0.48941993713378906	21.736565272013348	22.225985209147137	0.4902147295210283	0.6724803145267492	0.8874698970989761	NS	0.051846369253744765
PROT1248	Drug_EC50	8h	0.2880255381266288	23.047597249348957	23.335622787475586	2.0900730166034593	0.14675316145806416	0.794482361155171	NS	0.09991574041760003
PROT1249	Drug_EC50	8h	-4.548224131266277	26.49258041381836	21.944356282552082	-1.8868996882799949	0.19708749480045917	0.794482361155171	NS	0.09991574041760003
PROT1250	Drug_EC50	8h	1.354582468668621	21.744863510131836	23.099445978800457	1.0407399311308863	0.40667904699341023	0.794482361155171	NS	0.09991574041760003
PROT1251	Drug_EC50	8h	-0.29885927836100024	18.771031697591145	18.472172419230144	-2.3341584799780497	0.0844686274954386	0.794482361155171	NS	0.09991574041760003
PROT1252	Drug_EC50	8h	1.576550165812172	23.343172709147137	24.91972287495931	0.9645344341610977	0.43545780071179907	0.794482361155171	NS	0.09991574041760003
PROT1253	Drug_EC50	8h	-0.8297297159830741	20.58755874633789	19.757829030354817	-1.0879582280266422	0.3849618590237914	0.794482361155171	NS	0.09991574041760003
PROT1254	Drug_EC50	8h	2.8912906646728516	26.9461612701416	29.837451934814453	0.9282832344676598	0.4510335807181671	0.794482361155171	NS	0.09991574041760003
PROT1255	Drug_EC50	8h	-2.323537826538086	25.40757878621419	23.084040959676106	-1.0676196807844287	0.3966898883488559	0.794482361155171	NS	0.09991574041760003
PROT1256	Drug_EC50	8h	1.4721577962239571	20.754881540934246	22.227039337158203	0.9540112096255817	0.43513699230056163	0.794482361155171	NS	0.09991574041760003
PROT1257	Drug_EC50	8h	-0.8811798095703125	22.33994420369466	21.458764394124348	-0.5440820530475889	0.6290288479947319	0.8571127872310775	NS	0.06696202562741613
PROT1258	Drug_EC50	8h	-0.26481310526530066	19.758651733398438	19.493838628133137	-0.6228453094102164	0.5867862841696415	0.8287941866802846	NS	0.0815533038120761
PROT1259	Drug_EC50	8h	1.0915603637695312	20.634721120198567	21.726281483968098	1.002241791342816	0.4088719602552882	0.794482361155171	NS	0.09991574041760003
PROT1260	Drug_EC50	8h	-0.3620745340983049	25.3238099416097	24.961735407511394	-0.09025270221180795	0.9324615746434388	0.9988190655485171	NS	0.0005131763892825305
PROT1261	Drug_EC50	8h	-0.21886380513509351	31.764841715494793	31.5459779103597	-1.5312732421590047	0.20540184665500563	0.794482361155171	NS	0.09991574041760003
PROT1262	Drug_EC50	8h	0.022260030110679452	27.250077565511067	27.272337595621746	0.14547056487920307	0.8965091620032696	0.9947397081867069	NS	0.0022905454721939287
PROT1263	Drug_EC50	8h	0.2357921600341797	24.630353291829426	24.866145451863606	1.421717003978758	0.2904022243417356	0.794482361155171	NS	0.09991574041760003
PROT1264	Drug_EC50	8h	-0.4712130228678397	23.79133478800456	23.32012176513672	-1.7737557377166335	0.17109652066047512	0.794482361155171	NS	0.09991574041760003
PROT1265	Drug_EC50	8h	-0.1538848876953125	22.441972096761067	22.288087209065754	-0.8996410711575026	0.44685249531335125	0.794482361155171	NS	0.09991574041760003
PROT1266	Drug_EC50	8h	-0.06478945414225024	31.234898885091145	31.170109430948894	-0.4461963861745909	0.6922223646525867	0.8987452144918392	NS	0.046363409071170016
PROT1267	Drug_EC50	8h	-1.3142147064208984	24.559458414713543	23.245243708292644	-0.9007509377417929	0.4610376573932795	0.794482361155171	NS	0.09991574041760003
PROT1268	Drug_EC50	8h	4.055919647216797	22.80599848429362	26.861918131510418	0.6514167943198368	0.5503124357509098	0.8107358577551034	NS	0.091120618297899
